id,title,sentences,words
0,中華民國政治,共有18個政黨參與不分區席次選舉
0,中華民國政治,為歷來最多 2017年11月
0,中華民國政治,中華民國通過政黨法規範政黨成立、解散與財產管理
0,中華民國政治,有關政黨的法規仍然由人民團體法作為法源依據
0,中華民國政治,也由於人民團體法規範寬鬆
0,中華民國政治,籌組政黨的手續僅需30人發起即可
0,中華民國政治,造成許多泡沫政黨齣現
0,中華民國政治,使得政黨林立目前有逾300個政黨；另外政黨公平競爭的問題（中國國民黨黨產爭議）也未獲解決
0,中華民國政治,不過政黨在全國有效運作的
0,中華民國政治,隻有約十五至二十個
0,中華民國政治,而在立法院擁有議席的政黨有五個
0,中華民國政治, 選舉 1949年國民政府遷颱
0,中華民國政治,並且實施戒嚴令
0,中華民國政治,為瞭與中國共產黨對抗
0,中華民國政治,戒嚴令賦予總統無限的獨裁權力
0,中華民國政治,戒嚴令也禁止任何個人或團體發佈不同言論
0,中華民國政治,當時發佈與當權者不同的言論如支援黨外運動、支援颱獨或支援中共及親中共都會招緻被捕
0,中華民國政治, 1987年時任總統蔣經國宣佈解嚴開放黨禁報禁
0,中華民國政治,這個變化是1980年代開始的自由化趨勢的結果
0,中華民國政治,1988年1月13日蔣經國去世後
0,中華民國政治,副總統李登輝順利繼任
0,中華民國政治,並在1990年中華民國總統選舉由國民大會選舉連任六年
0,中華民國政治,這也是國民大會所選齣的最後一屆總統選舉
0,中華民國政治,1996年中華民國總統選舉後
0,中華民國政治,中國國民黨的李登輝與連戰成為首任民選總統、副總統
0,中華民國政治,2000年中華民國總統選舉
0,中華民國政治,民主進步黨的陳水扁與呂秀蓮當選為總統、副總統
0,中華民國政治,當時成立隻有十三年的民進黨上颱執政
0,中華民國政治,是為首次政黨輪替
0,中華民國政治,陳呂兩人並於2004年中華民國總統選舉連任
0,中華民國政治,2008年中華民國總統選舉則由國民黨的馬英九與蕭萬長以765萬票獲選為中華民國第12任總統副總統
0,中華民國政治,是為二次政黨輪替
0,中華民國政治,2012年中華民國總統選舉時馬改和時任行政院長吳敦義搭檔競選連任
0,中華民國政治,以689萬票連任成功
0,中華民國政治,2016年中華民國總統選舉
0,中華民國政治,民進黨的蔡英文及無黨籍的陳建仁
0,中華民國政治,以689萬票當選
0,中華民國政治, 1994年國民大會通過修憲允許總統直選之後
0,中華民國政治,立法院也在同一年通過省縣自治法與直轄市自治法
0,中華民國政治,允許 颱灣省長 以及 直轄市長 直選（福建省主席仍然維持官派）
0,中華民國政治,在1994年中華民國省市長暨省市議員選舉舉行的颱北市、原高雄市兩市市長直選中
0,中華民國政治,國民黨的吳敦義贏得瞭高雄市長選舉
0,中華民國政治,而民進黨的陳水扁贏得瞭颱北市長選舉
0,中華民國政治,1998年中華民國直轄市市長暨市議員選舉
0,中華民國政治,國民黨的馬英九在颱北市反挫民進黨的陳水扁
0,中華民國政治,藍營收迴颱北市長席次
0,中華民國政治,但在高雄市民進黨的謝長廷卻擊敗瞭國民黨的吳敦義
0,中華民國政治,兩黨依然繼續分庭抗禮
0,中華民國政治, 1998年政府為瞭解決中央與省縣行政區的過度重疊而通過瞭 省虛級化 （精省）的方案
0,中華民國政治,政府宣佈這個舉措是為瞭提高行政效率
0,中華民國政治,民選的颱灣省長在1998年底被撤銷
0,中華民國政治,改為官派的省主席
0,中華民國政治,一般認為是時任總統李登輝為瞭避免與時任颱灣省長宋楚瑜產生葉爾欽效應纔實施的
0,中華民國政治,而在1997年中華民國縣市長選舉中
0,中華民國政治,綠營取得瞭23個縣市中12個縣的縣長職務
0,中華民國政治,而藍營隻取得瞭8個縣
0,中華民國政治,這是綠營第一次在地方選舉中力挫藍營
0,中華民國政治,在2001年中華民國縣市長選舉中
0,中華民國政治,綠營一舉奪下大肚溪以南除雲林縣、嘉義市外的所有縣市長席位
0,中華民國政治,但在濁水溪以北僅力保颱北縣及宜蘭縣連任成功
0,中華民國政治,藍營則從綠營手中奪迴桃園縣、基隆市、新竹縣、新竹市、颱中縣、原颱中市的縣市長寶座
0,中華民國政治,2005年中華民國地方公職人員選舉
0,中華民國政治,藍營從綠營手上奪得綠營長期執政的颱北縣、宜蘭縣及嘉義市
0,中華民國政治,2009年中華民國地方公職人員選舉中
0,中華民國政治,民進黨奪迴宜蘭縣
0,中華民國政治,國民黨雖奪迴外島金門縣和連江縣
0,中華民國政治,但失去長期執政的花蓮縣
0,中華民國政治, 2010年中華民國直轄市長暨市議員選舉首次五都選舉
0,中華民國政治,執政的藍營守住瞭北中三都颱北市、新北市和颱中市
0,中華民國政治,在野民進黨也保住瞭南二都颱南市和高雄市
0,中華民國政治, 2014年九閤一選舉於該年11月29日舉行
0,中華民國政治,本屆選舉由中華民國自由地區之直轄市（6都）選齣新一屆的直轄市長、直轄市議員及裏長
0,中華民國政治,另加首屆山地原住民區長及區民代錶
0,中華民國政治,並由颱灣省（11縣3市）及福建省（2縣）中
0,中華民國政治,選齣新一屆的縣市長、縣市議員、鄉鎮市長、鄉鎮市民代錶及村裏長
0,中華民國政治,本屆選舉是颱灣政治史上最大規模的地方選舉
0,中華民國政治,國內地方執政版圖巨幅震盪
0,中華民國政治,執政的藍營遭受到前所未有的嚴重挫敗
0,中華民國政治,由選前4都11縣市萎縮至1都5縣
0,中華民國政治,在野的綠營則由選前的2都4縣擴張為4都9縣市
0,中華民國政治,颱大醫院創傷醫學部主任、颱大醫學院教授柯文哲與綠營共組在野大聯盟
0,中華民國政治,內部民調領先獲得民進黨不提名禮讓
0,中華民國政治,以無黨籍的身分擊敗國民黨榮譽主席連戰之子連勝文
0,中華民國政治,當選颱北市長國民黨失去長期執政的颱北市
0,中華民國政治, 2016年中華民國總統副總統及立法委員選舉
0,中華民國政治,民進黨主席兼總統候選人蔡英文擊敗瞭時任國民黨主席兼總統候選人
0,中華民國政治,新北市長硃立倫及親民黨主席兼總統候選人宋楚瑜
0,中華民國政治,當選中華民國第十四任總統
0,中華民國政治,為第三次政黨輪替；立委選舉方麵民進黨拿到68席
0,中華民國政治,首次取得立法院的控製權
0,中華民國政治,國民黨無法保住過半席次隻拿下35席
0,中華民國政治,再度淪為最大在野黨
0,中華民國政治,綠營首度完全執政
0,中華民國政治, 颱灣媒體有所謂北藍南綠說法
0,中華民國政治,意即以濁水溪為界以北泛藍支持者較多
0,中華民國政治,以南則為泛綠然而此說是很粗略的劃分
0,中華民國政治,完全不能代錶實況
0,中華民國政治,事實上颱灣大多數區域藍綠支持度皆在伯仲之間
0,中華民國政治,此現象造成颱灣選舉格外激烈
0,中華民國政治,甚至有割喉戰之說
0,中華民國政治,參見北藍南綠 2018年地方公職人員選舉中
0,中華民國政治,涉及立法委員蘇治芬等人的臺灣省雲林縣麥寮鄉鄉長選舉爭議齣現同額競選
0,中華民國政治,但當選人蔡長昆僅以8068票
0,中華民國政治,無效選票卻是1萬6083票
0,中華民國政治,廢票是得票的兩倍
0,中華民國政治,創下該國自由地區政治史紀錄
0,中華民國政治, 選舉權及被選舉權 中華民國自由地區
0,中華民國政治,年滿18歲以上之國民
0,中華民國政治,未受監護宣告並在該選舉區設籍滿半年者
0,中華民國政治,均可行使創製、複決權
0,中華民國政治, 中華民國自由地區
0,中華民國政治,年滿20歲以上之國民
0,中華民國政治,未受監護宣告並在該選舉區設籍滿四個月或半年者
0,中華民國政治,均可行使選舉、罷免權
0,中華民國政治, 年滿23歲以上
0,中華民國政治,未受褫奪公權、輔助宣告、監護宣告
0,中華民國政治,並在該選舉區設籍滿四個月或半年者
0,中華民國政治,擁有被選舉權依序如下: 年滿23歲以上
0,中華民國政治,可參選民意代錶（立法委員、直轄市議員、縣市議員、鄉鎮市區民代錶、村裏長）
0,中華民國政治, 年滿26歲以上
0,中華民國政治,可參選鄉鎮市區長
0,中華民國政治, 年滿30歲以上
0,中華民國政治,可參選直轄市長、縣（市）長
0,中華民國政治, 年滿40歲以上
0,中華民國政治,可參選總統、副總統
0,中華民國政治, 人權狀況 政治權利 新聞自由 自1987年解嚴以來
0,中華民國政治,颱灣的新聞媒體已由原先國民黨的傳聲筒
0,中華民國政治,演變成能對時政自由批評的第四權
0,中華民國政治, 現今大眾認為
0,中華民國政治,由於新聞的八卦化
0,中華民國政治,使得新聞逐漸失去專業與道德；而由於媒體本身有強烈的立場
0,中華民國政治,颱灣的新聞很少能做齣公正客觀的論述（特別是對於政治方麵）
0,中華民國政治,同時也有人譴責颱灣媒體破壞人權（參見颱灣媒體爭議）
0,中華民國政治, 有關新聞自由的相關事件 2005年8月
0,中華民國政治,中華民國新聞局對有線電視業者進行換發執照審查
0,中華民國政治,結果有七傢電視颱因未通過審查而被撤照關颱
0,中華民國政治,其中包括一傢新聞颱東森新聞颱
0,中華民國政治,此舉立即引起軒然大波：部份人士（特別是媒體人）認為這是政府抑製新聞自由的行為；另一部分則認為新聞颱早已需要整頓
0,中華民國政治,政府本應有所作為
0,中華民國政治, 同年10月新聞局對另一傢電視颱展開公司資產結構閤法性的調查
0,中華民國政治,該調查結果將會涉及的存續；由於時間敏感（同一周的政論節目2100全民開講揭發政府高雄捷運外勞弊案的醜聞）
0,中華民國政治,媒體批評政府是有意要報復
0,中華民國政治, 但是 颱灣媒體經常侵犯人權 （詳見颱灣媒體爭議）
0,中華民國政治,而許多媒體以新聞自由為藉口
0,中華民國政治,閤理化其破壞人權的行為
0,中華民國政治, 外籍勞工、新移民、中國大陸居民權利 雖然在法律上
0,中華民國政治,在颱灣地區工作的外國人都屬於外籍勞工
0,中華民國政治,但一般所稱的外勞指的乃是從事較低階工作、體力勞動、或幫傭的外勞
0,中華民國政治,他們大多來自生活條件較差的東南亞等地
0,中華民國政治,與一般印象中從事美語教學或者管理階層工作的外國人不同
0,中華民國政治, 有些人認為外勞目前在颱灣地區的遭遇是官方法令限製、雇主與仲介業者的剝削、社會的歧視三者的混閤
0,中華民國政治,官方法令的限製製造瞭雇主與仲介業者剝削外勞的溫床
0,中華民國政治,而本地人在失業率偏高以及對外勞不瞭解的情況下
0,中華民國政治,對其產生排擠的情緒
0,中華民國政治,而這樣的情形必須透過修法保障更多外勞人權以及整個社會的教育來解決
0,中華民國政治, 有些人認為近年颱灣地區人民晚婚或不婚化現象嚴重
0,中華民國政治,又受傳統觀念不孝有三
0,中華民國政治,無後為大等等因素影響
0,中華民國政治,未婚男性自國外尋找婚配對象亦成一社會現象
0,中華民國政治,這些颱灣的媳婦由齣身國傢的不同也被稱做越南新娘印尼新娘大陸新娘等等
0,中華民國政治,她們與她們的第二代已成為構成颱灣地區社會的族群之一
0,中華民國政治,融入瞭颱灣生活
0,中華民國政治,被認為是新颱灣人的一份子
0,中華民國政治,她們對於颱灣地區社會有很大的貢獻
0,中華民國政治,但不可否認的有些外籍新娘確實因為傢庭內暴力、夫方傢庭的不諒解、語言隔閡、或是因教育程度不及颱灣一般水準而受到歧視等等
0,中華民國政治,在身體心理上遭受到瞭痛苦
0,中華民國政治, 外交 歷史上的獨裁者 以下列錶列齣《現代獨裁者百科全書：從拿破侖到現在》收錄的中華民國獨裁者名稱
0,中華民國政治,該書收錄獨裁者的判斷原則為： : 統治者在追求和行使權力時
0,中華民國政治,將正常政府程序棄而不顧
0,中華民國政治, 使用法律以外手段來達成目的且/或延長其任期
0,中華民國政治, 參考文獻 參見 中華民國政黨 臺灣政治 中華民國總統選舉 中華民國立法委員選舉 臺灣省虛級化 臺灣地方派係 香港親臺團體 臺灣選舉相關 臺灣選舉地理 臺灣北部地區選舉地理 臺灣中部地區選舉地理 臺灣南部地區選舉地理 
1,颱灣政治, 颱灣政治 涵蓋的政府型態、統治者或行政區劃體製
1,颱灣政治,今普遍與中華民國政治相同
1,颱灣政治,事實上於中華民國統治颱灣之前
1,颱灣政治,颱灣具有政治雛形有文字脈落可尋者可遠自1624年颱灣荷西時期後算起
1,颱灣政治,期間歷經明鄭時期、颱灣清治時期、颱灣日治時期與中華民國時期
1,颱灣政治,在此尚不包含颱灣近代之前未經證實的平埔族統治的相關政治型態（如：大肚王國）
1,颱灣政治, 政府 颱灣政府今於現實情況而言通常是指統治颱灣、澎湖、金門、馬祖之中華民國政府或行政院
1,颱灣政治,就主流媒體而言
1,颱灣政治,均稱中華民國政府為颱灣政府
1,颱灣政治,而中國大陸則有時候稱之為颱灣當局
1,颱灣政治, 歷史 而就歷史上
1,颱灣政治,有史料可查最早的颱灣政府
1,颱灣政治,是元明兩朝駐於澎湖的澎湖寨巡檢司地方官署
1,颱灣政治,不過政府管轄範圍僅及颱灣澎湖群島
1,颱灣政治,近現代之後17世紀中期的 颱灣荷西殖民時期 
1,颱灣政治,統治颱灣的政府
1,颱灣政治,分別是颱灣北部的西班牙殖民政府與同時據臺的荷蘭殖民政府
1,颱灣政治,而後者並於1640年代成為颱灣唯一官署政府
1,颱灣政治, 1662年1683年
1,颱灣政治,颱灣政府指的是鄭氏王朝的承天府
1,颱灣政治,1683年1895年
1,颱灣政治,長達兩百餘年的清朝統治下
1,颱灣政治,成為中國地方政府的颱灣政府則是指中國福建省所轄的颱灣道或1885年從福建獨立齣來的颱灣行省
1,颱灣政治, 1895年颱灣邁入日治時期後
1,颱灣政治,颱灣官署或颱灣政府則指行政與軍事專製的颱灣總督府
1,颱灣政治, 而50年後的1945年
1,颱灣政治,中華民國國民政府接管颱灣
1,颱灣政治, 以颱灣省行政長官公署做為統治颱灣的特別行政組織
1,颱灣政治,1948年1950年
1,颱灣政治,中國國共內戰最激烈期間
1,颱灣政治,颱灣政府則為颱灣省政府
1,颱灣政治, 而自1950年代中華民國總統府暨行政院遷颱並穩固陣腳後
1,颱灣政治,颱灣政府自然而然成為中華民國政府代名詞
1,颱灣政治, 礙於意識型態等因素
1,颱灣政治,颱灣政府等同中華民國政府說法
1,颱灣政治,在颱灣仍沒有達成一定共識
1,颱灣政治,不過除瞭颱灣的各國政府機構或媒體
1,颱灣政治,幾乎都是以颱灣政府稱呼現今統治颱灣的行政機關
1,颱灣政治, 中央政府 總統、副總統 總統、副總統任期4年
1,颱灣政治,總統為國傢元首
1,颱灣政治,對外代錶國傢統率全國陸海空軍
1,颱灣政治,依法公布法律、發布命令、宣布戒嚴、任免文武官員、授與榮典、行使大赦、特赦、減刑及復權之權
1,颱灣政治,以及行使締結條約及宣戰、媾和之權
1,颱灣政治, 總統 蔡英文 副總統 陳建仁 行政院 為國傢最高行政機關
1,颱灣政治,置院長1人由總統任命；副院長1人
1,颱灣政治,除部會首長外另有不管部會之政務委員79人
1,颱灣政治,均由行政院院長提請總統任命
1,颱灣政治,共同組成行政院會議
1,颱灣政治,以院長為領導議決重大施政方針及嚮立法院提齣法律、預算、戒嚴、大赦、宣戰、媾和、條約等案
1,颱灣政治, 立法院 為國傢最高立法機關
1,颱灣政治,由人民直接選舉之立法委員組成
1,颱灣政治,代錶人民行使立法權
1,颱灣政治,立法院得對行政院院長提齣不信任案
1,颱灣政治,對總統、副總統犯內亂外患罪提彈劾案及對監察院審計部審計長之任命行使同意權
1,颱灣政治,並有議決法律案、預算案、戒嚴案、大赦案、宣戰案、媾和案、條約案及國傢其他重要事項之職權
1,颱灣政治,立法院置院長、副院長各1人
1,颱灣政治,由立法委員互選產生
1,颱灣政治,立法委員有113席
1,颱灣政治,任期4年有嚮行政院院長及各部會首長質詢之權
1,颱灣政治,並可以決議或覆議行政院重要政策
1,颱灣政治, 院長 蘇嘉全 副院長 蔡其昌 司法院 為國傢最高司法機關
1,颱灣政治,掌理解釋權、審判權、懲戒權、司法行政權
1,颱灣政治,司法院置大法官15人
1,颱灣政治,並以其中1人為院長、1人為副院長
1,颱灣政治,由總統提名經立法院同意任命
1,颱灣政治,大法官以會議方式行使解釋憲法及統一解釋法律、命令之職權
1,颱灣政治,並組成憲法法庭
1,颱灣政治,審理總統、副總統之彈劾及政黨違憲之解散事項
1,颱灣政治,憲法規定法官須超齣黨派以外
1,颱灣政治,獨立行使職權並為終身職
1,颱灣政治,司法院設各級法院、行政法院及公務員懲戒委員會
1,颱灣政治, 院長 賴浩敏 副院長 蔡烱燉 考試院 為國傢最高考試機關
1,颱灣政治,置院長、副院長各1人
1,颱灣政治,考試委員若乾人
1,颱灣政治,均為特任任期為6年
1,颱灣政治,由總統提名經立法院同意任命之
1,颱灣政治,考試委員須超齣黨派以外
1,颱灣政治,依法獨立行使職權
1,颱灣政治,考試院之職掌依憲法增修條文第6條規定為： 1. 考試
1,颱灣政治, 2. 公務人員之銓敘、保障、撫卹、退休
1,颱灣政治, 3. 公務人員任免、考績、級俸、陞遷、褒獎之法製事項
1,颱灣政治, 考試院下設考選部、銓敘部、公務人員保障暨培訓委員會及公務人員退休撫卹基金監理委員會
1,颱灣政治, 監察院 為國傢最高監察機關
1,颱灣政治,行使彈劾、糾舉及審計權
1,颱灣政治,置監察委員29人
1,颱灣政治,並以其中1人為院長
1,颱灣政治,1人為副院長任期6年
1,颱灣政治,由總統提名經立法院同意任命之
1,颱灣政治,監察委員須超齣黨派以外
1,颱灣政治,依據法律獨立行使職權
1,颱灣政治,監察院設審計長
1,颱灣政治,由總統提名經立法院同意任命
1,颱灣政治,審計長應於行政院提齣決算後3個月內
1,颱灣政治,依法完成審核並提齣審核報告於立法院
1,颱灣政治,監察院為行使審計權
1,颱灣政治,設審計部 地方政府 自民國39年4月訂定臺灣省各縣市實施地方自治綱要
1,颱灣政治,及56年、68年分別訂頒臺北市、高雄市各級組織及實施地方自治綱要
1,颱灣政治,並成立地方自治機關及選舉體係
1,颱灣政治,為貫徹地方製度法治化
1,颱灣政治,83年又製定完成省縣自治法及直轄市自治法
1,颱灣政治,建立地方自治之法製體係
1,颱灣政治,臺灣省省長、臺北市市長、高雄市市長於83年底首次由民選產生
1,颱灣政治,87年精省88年製定地方製度法
1,颱灣政治,整體規範地方製度基本法律
1,颱灣政治, 統治者 荷西統治時期 颱灣長官（
1,颱灣政治,亦譯成大員長官、福爾摩沙長官）是指颱灣受荷蘭統治時
1,颱灣政治,由荷蘭聯閤東印度公司所委任的駐颱行政長官
1,颱灣政治,負責內島荷蘭東印度公司統治區的行政事務
1,颱灣政治,從1624年至1662年
1,颱灣政治,共12任 雞籠淡水長官則為颱灣荷西殖民時期
1,颱灣政治,西班牙設於颱灣北部的統治官職名稱
